INSTNM,LONGITUD,LATITUDE
El Paso Community College,-106.371671,31.77234
Elaine Sterling Institute,-84.382241,33.88695
Elaine Steven Beauty College,-90.278574,38.761399
Electrical Training Center,-73.404971,40.68032
Elegance International,-118.338332,34.062216
Elgin Community College,-88.32194,42.018066
Eli Whitney Technical High School,-72.941471,41.34122
Elite College of Cosmetology,-88.409239,35.657847
Elite Cosmetology School,-116.435361,34.1212
Elite School of Cosmetology,-82.608061,41.23366
Elite Welding Academy LLC,-84.468531,39.31458
Elizabeth City State University,-76.210063,36.273539
Elizabeth Grady School of Esthetics and Massage Therapy,-71.126566,42.415599
Elizabethtown College,-76.594175,40.150372
Elizabethtown College School of Continuing and Professional Studies,-76.591579,40.149968
Elizabethtown Community and Technical College,-85.861419,37.703066
Ellsworth Community College,-93.265853,42.527524
Elmezzi Graduate School of Molecular Medicine,-73.702921,40.777947
Elmhurst College,-87.946096,41.899215
Elmira Business Institute,-76.7993,42.085709
Elmira College,-76.811333,42.092724
Elon University,-79.505632,36.104149
Embry-Riddle Aeronautical University-Daytona Beach,-81.0495,29.189244
Embry-Riddle Aeronautical University-Prescott,-112.452285,34.615678
Embry-Riddle Aeronautical University-Worldwide,-81.04951,29.18927
Emerald Coast Technical College,-86.128131,30.73213
Emerson College,-71.074037,42.35532
Emil Fries Piano Hospital and Training Center,-122.645525,45.625899
Emily Griffith Technical College,-104.985711,39.74574
Emma's Beauty Academy-Juana Diaz,-66.505106,18.052087
Emma's Beauty Academy-Mayaguez,-67.140997,18.199825
Emmanuel Christian Seminary,-82.29847,36.3019
Emmanuel College,-71.103038,42.341191
Emmanuel College,-83.146825,34.282617
Emmaus Bible College,-90.705921,42.509041
Emory & Henry College,-81.831737,36.772543
Emory University,-84.325782,33.798836
Emory University-Oxford College,-83.867657,33.619289
Emperor's College of Traditional Oriental Medicine,-118.4847,34.0303
Empire Beauty  School-Lehigh Valley,-75.485471,40.63006
Empire Beauty School-Appleton,-88.461413,44.266163
Empire Beauty School-Arlington Heights,-87.984764,42.116982
Empire Beauty School-Arvada,-105.080647,39.814965
Empire Beauty School-Augusta,-82.065036,33.515767
Empire Beauty School-Aurora,-104.792572,39.695935
Empire Beauty School-Avondale,-112.273076,33.464237
Empire Beauty School-Bloomfield,-74.198658,40.795445
Empire Beauty School-Bloomington,-93.287367,44.82746
Empire Beauty School-Bordentown,-74.702495,40.173971
Empire Beauty School-Boston,-71.062529,42.354744
Empire Beauty School-Brooklyn,-73.989884,40.599279
Empire Beauty School-Buffalo,-78.755101,42.9081
Empire Beauty School-Center City Philadelphia,-75.16608,39.950932
Empire Beauty School-Chandler,-111.860423,33.347586
Empire Beauty School-Cheltenham,-75.168624,40.082149
Empire Beauty School-Chenoweth,-85.657718,38.255692
Empire Beauty School-Cherry Hill,-75.020767,39.941907
Empire Beauty School-Cincinnati,-84.584383,39.2203
Empire Beauty School-Concord,-80.713322,35.364501
Empire Beauty School-Dixie,-85.830866,38.167059
Empire Beauty School-Dunwoody,-84.335672,33.933413
Empire Beauty School-E Memphis,-89.901901,35.11556
Empire Beauty School-Eden Prairie,-93.441627,44.865037
Empire Beauty School-Elizabethtown,-85.880054,37.700034
Empire Beauty School-Exton,-75.648994,40.024274
Empire Beauty School-Flagstaff,-111.625936,35.197151
Empire Beauty School-Florence,-84.627357,39.011018
Empire Beauty School-Framingham,-71.423185,42.297796
Empire Beauty School-Glen Burnie,-76.6141,39.203955
Empire Beauty School-Green Bay,-88.076161,44.47782
Empire Beauty School-Gwinnett,-84.12386,33.939848
Empire Beauty School-Hanover,-76.995039,39.816991
Empire Beauty School-Hanover Park,-88.114475,41.970117
Empire Beauty School-Harrisburg,-76.829363,40.293558
Empire Beauty School-Highland,-85.722659,38.239623
Empire Beauty School-Hooksett,-71.441338,43.056383
Empire Beauty School-Hurstborne,-85.604717,38.166431
Empire Beauty School-Hyannis,-70.291171,41.6507
Empire Beauty School-Indianapolis,-86.100614,39.666467
Empire Beauty School-Jackson,-88.847611,35.63695
Empire Beauty School-Jersey City,-74.067359,40.731475
Empire Beauty School-Kennesaw,-84.56688,34.012716
Empire Beauty School-Laconia,-71.468942,43.526083
Empire Beauty School-Lakewood,-105.082104,39.722781
Empire Beauty School-Lancaster,-76.354069,40.038254
Empire Beauty School-Lauderhill,-80.250996,26.183157
Empire Beauty School-Laurel Springs,-75.029963,39.805256
Empire Beauty School-Lebanon,-76.424711,40.31185
Empire Beauty School-Lisle,-88.107234,41.779137
Empire Beauty School-Littleton,-105.097089,39.608128
Empire Beauty School-Lowell,-71.308847,42.642426
Empire Beauty School-Madison,-89.49087,43.055346
Empire Beauty School-Maine,-70.258154,43.667885
Empire Beauty School-Malden,-71.076619,42.427368
Empire Beauty School-Manhattan,-73.986453,40.748938
Empire Beauty School-Manitowoc,-87.671833,44.088358
Empire Beauty School-Matthews,-80.700592,35.119797
Empire Beauty School-Michigan,-85.626152,43.029398
Empire Beauty School-Midlothian,-77.594067,37.438104
Empire Beauty School-Milwaukee,-87.950452,42.94256
Empire Beauty School-Monroeville,-79.785703,40.434267
Empire Beauty School-Morrow,-84.326287,33.565074
Empire Beauty School-Nashville,-86.814871,35.9677
Empire Beauty School-NE Philadelphia,-74.971808,40.085007
Empire Beauty School-North Hills,-80.004989,40.520206
Empire Beauty School-Northlake,-84.257041,33.847927
Empire Beauty School-NW Phoenix,-112.118168,33.538093
Empire Beauty School-Ocean,-74.03833,40.246484
Empire Beauty School-Owings Mills,-76.759697,39.405218
Empire Beauty School-Paradise Valley,-111.976357,33.602593
Empire Beauty School-Paramus,-74.043152,40.912876
Empire Beauty School-Peekskill,-73.919085,41.291013
Empire Beauty School-Pineville,-80.865341,35.08982
Empire Beauty School-Portsmouth,-70.782274,43.033092
Empire Beauty School-Pottsville,-76.190775,40.694188
Empire Beauty School-Prescott,-112.473817,34.540805
Empire Beauty School-Providence,-71.422327,41.821663
Empire Beauty School-Queens,-73.919106,40.759165
Empire Beauty School-Reading,-75.925551,40.37011
Empire Beauty School-Richmond,-77.548933,37.636022
Empire Beauty School-Rochester,-77.729991,43.21531
Empire Beauty School-Savannah,-81.111471,32.007124
Empire Beauty School-Shamokin Dam,-76.816161,40.85431
Empire Beauty School-Somersworth,-70.881727,43.233083
Empire Beauty School-Speedway,-86.26042,39.79719
Empire Beauty School-Spring Lake Park,-93.262399,45.116629
Empire Beauty School-Springfield,-75.349771,39.93765
Empire Beauty School-St Paul,-93.019755,44.950693
Empire Beauty School-State College,-77.856,40.787437
Empire Beauty School-Stone Park,-87.871371,41.90709
Empire Beauty School-Thornton,-104.943533,39.914863
Empire Beauty School-Tucson,-110.927187,32.235657
Empire Beauty School-Union,-74.239193,40.684842
Empire Beauty School-Vernon Hills,-87.946123,42.24149
Empire Beauty School-Virginia Beach,-76.135631,36.83841
Empire Beauty School-Warminster,-75.1003,40.202118
Empire Beauty School-Warwick,-71.493264,41.703675
Empire Beauty School-West Greensboro,-79.904101,36.05168
Empire Beauty School-West Mifflin,-79.939958,40.345999
Empire Beauty School-West Palm,-80.107641,26.70557
Empire Beauty School-Williamsport,-76.966783,41.249257
Empire Beauty School-Wyoming Valley,-75.700029,41.374143
Empire Beauty School-York,-76.67473,39.973009
Empire College,-122.728642,38.467789
Employment Solutions-College for Technical Education,-84.483707,37.982264
Emporia State University,-96.18014,38.414106
EMS Training Institute,-118.798051,34.27954
Endicott College,-70.840729,42.554177
Enid Beauty College,-97.854962,36.396929
Enterprise State Community College,-85.836956,31.297496
Entourage Institute of Beauty and Esthetics,-94.725291,38.958
Epic Bible College,-121.362221,38.64499
Episcopal Divinity School,-71.125518,42.376558
Episcopal Theological Seminary of the Southwest,-97.73266,30.293097
Eric Fisher Academy,-97.421921,37.69385
Erie 1 BOCES,-78.78642,42.851567
Erie 2 Chautauqua Cattaraugus BOCES-Practical Nursing Program,-79.040253,42.648295
Erie Community College,-78.872679,42.881771
Erie Institute of Technology Inc,-80.094041,42.067417
Erikson Institute,-87.632238,41.890279
Erskine College,-82.390797,34.330674
Erwin Technical College,-82.435933,27.997242
Escuela de Artes Plasticas y Diseno de Puerto Rico,-66.111462,18.467401
Escuela de Peritos Electricistas de Isabela Inc,-67.026567,18.49706
Escuela De Troqueleria Y Herramentaje,-66.14229,18.372112
Escuela Hotelera de San Juan,-66.046964,18.417009
Escuela Tecnica de Electricidad,-66.620173,18.010437
Essex County College,-74.178234,40.738444
Estelle Skin Care and Spa Institute,-87.746931,42.06397
Estes Institute of Cosmetology Arts and Science,-119.289484,36.329656
Estrella Mountain Community College,-112.343158,33.480722
Eternity Cosmetology School,-80.116201,26.65082
ETI School of Skilled Trades,-87.936229,41.748275
ETI Technical College,-80.739676,41.204491
Euphoria Institute of Beauty Arts & Sciences-Green Valley,-115.102942,35.991238
Euphoria Institute of Beauty Arts & Sciences-Summerlin,-115.300578,36.147416
Eureka College,-89.268952,40.713042
Eureka Institute of Health and Beauty,-80.380727,25.768376
European Academy of Cosmetology and Hairdressing,-72.699751,41.29519
European Massage Therapy School-Las Vegas,-115.300711,36.14559
European Massage Therapy School-Skokie,-87.748037,42.062353
Evangel University,-93.262614,37.220956
Evangelical Theological Seminary,-76.306252,40.372981
Evans Hairstyling College-Cedar City,-113.064394,37.679851
Evans Hairstyling College-Rexburg,-111.812372,43.824716
Evans Hairstyling College-St George,-113.56287,37.108487
Everest College-Alhambra,-118.148684,34.080181
Everest College-Anaheim,-117.959779,33.839256
Everest College-Arlington,-97.067831,32.74392
Everest College-Atlanta West,-84.493331,33.68828
Everest College-Aurora,-104.822034,39.681237
Everest College-Bedford Park,-87.742821,41.75753
Everest College-Bremerton,-122.625659,47.564057
Everest College-Burr Ridge,-87.914909,41.761302
Everest College-Chesapeake,-76.229606,36.79029
Everest College-City of Industry,-118.024591,34.029444
Everest College-Colorado Springs,-104.740267,38.807095
Everest College-Dallas,-96.774825,32.840012
Everest College-Earth City,-90.458969,38.758834
Everest College-Everett,-122.220176,47.909321
Everest College-Fort Worth,-97.30126,32.838197
Everest College-Fort Worth South,-97.322091,32.68499
Everest College-Gardena,-118.292896,33.893072
Everest College-Henderson,-115.04609,36.03777
Everest College-Kansas City,-94.607161,38.96357
Everest College-McLean,-77.249411,38.92832
Everest College-Melrose Park,-87.847178,41.908264
Everest College-Merrillville,-87.333581,41.46292
Everest College-Merrionette Park,-87.701912,41.683089
Everest College-Mesa,-111.714531,33.379938
Everest College-Newport News,-76.46524,37.084342
Everest College-North Aurora,-88.32608,41.80011
Everest College-Ontario,-117.558954,34.046799
Everest College-Ontario Metro,-117.576774,34.040523
Everest College-Phoenix,-112.113845,33.580985
Everest College-Portland,-122.681739,45.520581
Everest College-Renton,-122.231548,47.469576
Everest College-Reseda,-118.526677,34.200824
Everest College-Salt Lake City,-111.969493,40.697058
Everest College-San Bernardino,-117.28222,34.059754
Everest College-Santa Ana,-117.872831,33.74753
Everest College-Seattle,-122.333346,47.708423
Everest College-Skokie,-87.760707,42.059882
Everest College-Springfield,-93.304743,37.18165
Everest College-Tacoma,-122.436157,47.241199
Everest College-Thornton,-104.985441,39.86156
Everest College-Torrance,-118.315267,33.835712
Everest College-Vancouver,-122.536462,45.621523
Everest College-West Los Angeles,-118.389485,34.032458
Everest College-Woodbridge,-77.295987,38.636284
Everest Institute-Austin,-97.655317,30.329638
Everest Institute-Bensalem,-74.958991,40.11428
Everest Institute-Bissonnet,-95.545008,29.677344
Everest Institute-Brighton,-71.141433,42.347083
Everest Institute-Chelsea,-71.039657,42.39344
Everest Institute-Cross Lanes,-81.789864,38.422839
Everest Institute-Dearborn,-83.264657,42.302712
Everest Institute-Detroit,-83.017195,42.33654
Everest Institute-Eagan,-93.13969,44.858767
Everest Institute-Gahanna,-82.852716,39.998935
Everest Institute-Grand Rapids,-85.62648,43.035183
Everest Institute-Greenspoint,-95.40382,29.938574
Everest Institute-Hobby,-95.290472,29.700913
Everest Institute-Jonesboro,-84.375195,33.577006
Everest Institute-Kalamazoo,-85.651009,42.291618
Everest Institute-Kendall,-80.417043,25.682838
Everest Institute-Marietta,-84.481765,33.913158
Everest Institute-Norcross,-84.155475,33.934121
Everest Institute-North Miami,-80.203534,25.942952
Everest Institute-Pittsburgh,-80.004121,40.440922
Everest Institute-Rochester,-77.585507,43.19617
Everest Institute-San Antonio,-98.540709,29.488572
Everest Institute-Silver Spring,-77.030388,38.998685
Everest Institute-South Plainfield,-74.425704,40.556003
Everest Institute-Southfield,-83.260486,42.447485
Everest Institute-Tigard,-122.775357,45.443736
Everest University-Brandon,-82.35034,27.980447
Everest University-Jacksonville,-81.586366,30.219885
Everest University-Lakeland,-81.945888,28.052908
Everest University-Largo,-82.775886,27.915296
Everest University-Melbourne,-80.657429,28.121687
Everest University-North Orlando,-81.387438,28.610884
Everest University-Orange Park,-81.706674,30.188758
Everest University-Pompano Beach,-80.103598,26.234119
Everest University-South Orlando,-81.426942,28.434702
Everest University-Tampa,-82.497616,27.996582
Everett Community College,-122.204736,48.006626
Everglades University,-80.108331,26.391218
Evergreen Beauty and Barber College-Bellevue,-122.152451,47.6275
Evergreen Beauty and Barber College-Everett,-122.221962,47.909189
Evergreen Valley College,-121.766686,37.301736
Eves College of Hairstyling,-98.401966,34.60476
Excel Academies of Cosmetology,-84.508781,42.73455
