INSTNM,LONGITUD,LATITUDE
Keck Graduate Institute,-117.72351,34.093329
Keene Beauty Academy,-72.320267,42.94865
Keene State College,-72.281433,42.925999
Kehilath Yakov Rabbinical Seminary,-73.810559,41.222686
Keiser University - Clearwater,-82.731089,27.919522
Keiser University - NPR,-82.727605,28.246401
Keiser University - Residential,-80.108161,26.71575
Keiser University-Ft Lauderdale,-80.163959,26.185869
Kellogg Community College,-85.177299,42.335454
Kendall College,-87.648936,41.898756
Kennebec Valley Community College,-69.611609,44.594292
Kennesaw State University,-84.580393,34.032662
Kennesaw State University,-84.58083,34.03629
Kenneth Shuler School of Cosmetology and Nails-Columbia,-81.132969,34.045282
Kenneth Shuler School of Cosmetology-Columbia,-81.087657,34.033295
Kenneth Shuler School of Cosmetology-Florence,-79.809171,34.23884
Kenneth Shuler School of Cosmetology-Greenville,-82.483168,34.788962
Kenneth Shuler School of Cosmetology-North Augusta,-81.959462,33.497167
Kenneth Shuler School of Cosmetology-Rock Hill,-81.030578,34.942991
Kenneth Shuler School of Cosmetology-Spartanburg,-81.972727,34.923366
Kenrick Glennon Seminary,-90.324024,38.584608
Kent State University at Ashtabula,-80.8309,41.888855
Kent State University at East Liverpool,-80.576918,40.617264
Kent State University at Geauga,-81.143085,41.483727
Kent State University at Kent,-81.342253,41.146856
Kent State University at Salem,-80.835458,40.86408
Kent State University at Stark,-81.43731,40.868568
Kent State University at Trumbull,-80.837363,41.279153
Kent State University at Tuscarawas,-81.407707,40.467736
Kentucky Christian University,-82.946883,38.339002
Kentucky Community and Technical College System,-84.72956,38.057203
Kentucky Mountain Bible College,-83.43771,37.604308
Kentucky State University,-84.855488,38.201056
Kentucky Wesleyan College,-87.121984,37.744667
Kenyon College,-82.397977,40.374408
Kettering College,-84.191583,39.694072
Kettering College-Ollie Davis Medical Arts and Education Center,-84.084201,39.694
Kettering University,-83.714356,43.013112
Keuka College,-77.090518,42.61541
Keune Academy by 124,-84.02253,33.96488
Keweenaw Bay Ojibwa Community College,-88.508833,46.779646
Key College,-80.139871,26.052841
Keystone College,-75.777456,41.558969
Keystone Technical Institute,-76.830347,40.336561
Kiamichi Technology Center-Atoka,-96.153029,34.395365
Kiamichi Technology Center-Durant,-96.406143,33.945957
Kiamichi Technology Center-Hugo,-95.494474,34.00832
Kiamichi Technology Center-Idabel,-94.774993,33.92186
Kiamichi Technology Center-McAlester,-95.745999,34.924173
Kiamichi Technology Center-Poteau,-94.633992,35.0382
Kiamichi Technology Center-Spiro,-94.628773,35.240444
Kiamichi Technology Center-Stigler,-95.1082,35.24838
Kiamichi Technology Center-Talihina,-95.092003,34.765293
Kilgore College,-94.870073,32.378214
Kilian Community College,-96.72672,43.548989
King University,-82.156532,36.585899
King's College,-80.822384,35.213048
King's College,-75.878603,41.248118
Kirksville Area Technical Center,-92.56595,40.185652
Kirkwood Community College,-91.651172,41.911268
Kirtland Community College,-84.413388,44.490753
Kishwaukee College,-88.879739,41.938805
Kittanning Beauty Academy,-79.520139,40.813783
Klamath Community College,-121.698855,42.195028
Knowledge Systems Institute,-87.714601,42.033757
Knox Beauty College,-86.619527,41.287883
Knox College,-90.370316,40.941829
Knox County Career Center,-82.475117,40.375889
Knox Theological Seminary,-80.112991,26.19577
Knoxville Institute of Hair Design,-83.929901,35.982106
Kussad Institute of Court Reporting,-97.745192,30.228944
Kutztown University of Pennsylvania,-75.785426,40.513705
Kuyper College,-85.592657,43.02195
L T International Beauty School,-75.160368,39.968826
L'Academie de Cuisine,-77.190202,39.118218
L'Ecole Culinaire-Kansas City,-94.591194,39.040598
L'Ecole Culinaire-Memphis,-89.79756,35.159653
L'Ecole Culinaire-St Louis,-90.392161,38.635397
L'esprit Academy,-83.354701,42.38207
La Baron Hairdressing Academy-Brockton,-71.060265,42.052591
La Baron Hairdressing Academy-New Bedford,-70.929296,41.633881
La Baron Hairdressing Academy-Overland Park,-94.675845,38.981813
La Belle Beauty Academy,-80.315352,25.769982
La Belle Beauty School,-80.312721,25.86696
La James College of Hairstyling and Cosmetology,-93.200593,43.153636
La James International College-Cedar Falls,-92.428555,42.513781
La James International College-Davenport,-90.5726,41.573987
La James International College-East Moline,-90.451978,41.490281
La James International College-Ft Dodge,-94.163856,42.500499
La James International College-Iowa City,-91.532238,41.663776
La James International College-Johnston,-93.737831,41.660739
La Roche College,-80.011977,40.569777
La Salle University,-75.152996,40.038503
La Sierra University,-117.497071,33.908834
La'James International College,-96.482042,41.44576
LaBarberia Institute of Hair,-81.450552,41.517999
Labette Community College,-95.255368,37.339062
Laboure College,-71.058559,42.261615
Lac Courte Oreilles Ojibwa Community College,-91.363574,45.941852
Lackawanna College,-75.659319,41.411521
Lafayette College,-75.209058,40.700512
LaGrange College,-85.041394,33.039713
Laguna College of Art and Design,-117.772564,33.561448
Laird Institute of Spa Therapy,-71.480871,42.96755
Lake Area Technical Institute,-97.094917,44.901152
Lake Career and Technical Center,-92.733697,38.006275
Lake Erie College,-81.251817,41.717841
Lake Erie College of Osteopathic Medicine,-80.105969,42.080699
Lake Forest College,-87.830777,42.250456
Lake Forest Graduate School of Management,-87.893204,42.243432
Lake Land College,-88.379229,39.43287
Lake Lanier School of Massage,-83.818401,34.296441
Lake Michigan College,-86.393445,42.097276
Lake Region State College,-98.869034,48.127948
Lake Superior College,-92.145255,46.784671
Lake Superior State University,-84.3655,46.491736
Lake Tahoe Community College,-119.971631,38.926864
Lake Technical College,-81.690874,28.833446
Lake Washington Institute of Technology,-122.167131,47.705077
Lake-Sumter State College,-81.797731,28.830237
Lakeland College,-87.884956,43.841863
Lakeland Community College,-81.364545,41.638462
Lakes Region Community College,-71.463857,43.518256
Lakeshore Technical College,-87.75454,43.924774
Lakeview College of Nursing,-87.644452,40.137179
Lakewood School of Therapeutic Massage,-82.425648,42.972344
Lamar Community College,-102.615612,38.058067
Lamar Institute of Technology,-94.077183,30.047816
Lamar State College-Orange,-93.732127,30.091561
Lamar State College-Port Arthur,-93.925514,29.880903
Lamar University,-94.073389,30.044274
Lamson Institute,-98.607504,29.481426
Lancaster Beauty School,-118.148664,34.695646
Lancaster Bible College,-76.287781,40.074375
Lancaster County Career and Technology Center,-76.266243,39.984597
Lancaster School of Cosmetology,-76.283453,40.040758
Lancaster Theological Seminary,-76.317892,40.045765
Lander University,-82.166351,34.201143
Landmark College,-72.512549,42.977172
Lane College,-88.806832,35.628197
Lane Community College,-123.03345,44.010179
Laney College,-122.262434,37.796205
Langston University,-97.260263,35.943953
Lanier Technical College,-83.864559,34.236386
Lansdale School of Business,-75.288923,40.222919
Lansdale School of Cosmetology Inc,-75.286166,40.243338
Lansing Community College,-84.552201,42.739099
Laramie County Community College,-104.780973,41.103874
Laredo Beauty College Inc,-99.475786,27.523778
Laredo CHI Academy Beauty School,-99.467211,27.57564
Laredo Community College,-99.520772,27.506477
Larry's Barber College,-87.643061,41.70362
Las Positas College,-121.804948,37.709623
Lasell College,-71.243738,42.342712
Lassen Community College,-120.631169,40.431327
Latin Beauty Academy,-80.143681,26.64951
Latter-day Saints Business College,-111.900382,40.771022
Laurel Business Institute,-79.686482,39.924745
Laurel Technical Institute,-80.148951,41.63968
Laurel Technical Institute,-80.480681,41.237928
Laurel University,-79.997065,35.994093
Laurus College,-120.669519,35.2682
Lawrence & Company College of Cosmetology,-119.611831,36.57043
Lawrence & Company College of Cosmetology,-119.637371,36.33339
Lawrence Memorial Hospital School of Nursing,-71.110848,42.42559
Lawrence Technological University,-83.25003,42.474072
Lawrence University,-88.397822,44.261323
Lawson State Community College-Birmingham Campus,-86.890234,33.451673
Le Cordon Bleu College of Culinary Arts-Atlanta,-84.238519,33.839348
Le Cordon Bleu College of Culinary Arts-Austin,-97.7217,30.40077
Le Cordon Bleu College of Culinary Arts-Cambridge,-71.078675,42.364249
Le Cordon Bleu College of Culinary Arts-Chicago,-87.63744,41.898323
Le Cordon Bleu College of Culinary Arts-Dallas,-96.87129,32.91172
Le Cordon Bleu College of Culinary Arts-Las Vegas,-115.312552,36.188062
Le Cordon Bleu College of Culinary Arts-Miami,-80.288087,25.978457
Le Cordon Bleu College of Culinary Arts-Minneapolis,-93.160095,44.865985
Le Cordon Bleu College of Culinary Arts-Orlando,-81.429478,28.440786
Le Cordon Bleu College of Culinary Arts-Pasadena,-118.139189,34.145839
Le Cordon Bleu College of Culinary Arts-Portland,-122.681755,45.520612
Le Cordon Bleu College of Culinary Arts-Sacramento,-121.521168,38.655362
Le Cordon Bleu College of Culinary Arts-San Francisco,-122.402643,37.765415
Le Cordon Bleu College of Culinary Arts-Scottsdale,-111.90647,33.502546
Le Cordon Bleu College of Culinary Arts-Seattle,-122.25504,47.45122
Le Cordon Bleu College of Culinary Arts-St Louis,-90.660121,38.801588
Le Moyne College,-76.088449,43.047316
Le Moyne-Owen College,-90.034101,35.118641
Learnet Academy Inc,-118.293781,34.06392
Lebanon County Area Vocational Technical School,-76.390376,40.341562
Lebanon Valley College,-76.513753,40.331733
Lee College,-94.976724,29.731654
Lee Professional Institute,-81.851341,26.60411
Lee University,-84.870018,35.166166
Leech Lake Tribal College,-94.653182,47.396282
Lees School of Cosmetology,-92.296729,34.781993
Lees-McRae College,-81.873919,36.162777
Leeward Community College,-157.985099,21.392802
LeGrand Institute of Cosmetology Inc,-80.608996,34.27162
Lehigh Carbon Community College,-75.611936,40.663946
Lehigh University,-75.378887,40.607158
LeMelange Academy of Hair,-122.286831,38.298372
Lenape Technical School Practical Nursing Program,-79.5226,40.767115
Lenoir Community College,-77.571532,35.234405
Lenoir-Rhyne University,-81.326161,35.73904
Lenoir-Rhyne University-Lutheran Theological Southern Seminary,-81.039018,34.042019
Leon Studio One School of Hair Design,-78.758098,42.960266
Leon Studio One School of Hair Design & Career Training Center,-78.873841,43.02318
Leons Beauty School Inc,-79.823185,36.057502
Lesley University,-71.115601,42.378429
Lester E Cox Medical Center-School of Medical Technology,-93.279845,37.145503
Leston College,-66.165278,18.407083
LeTourneau University,-94.72726,32.467658
Levittown Beauty Academy,-74.829013,40.177232
Lewis & Clark College,-122.672478,45.450547
Lewis and Clark Community College,-90.195552,38.952408
Lewis University,-88.079032,41.605432
Lewis-Clark State College,-117.026371,46.410034
Lex La-Ray Technical Center,-93.86742,39.174204
Lexington Healing Arts Academy,-84.522569,38.014223
Lexington Theological Seminary,-84.525601,37.99638
Lia Schorr Institute of Cosmetic Skin Care Training,-73.976822,40.764199
Liberty Technical College,-66.1376,18.127882
Liberty University,-79.179688,37.350345
Liceo de Arte y Tecnologia,-66.056421,18.421013
Liceo de Arte-Dise-O y Comercio,-66.034061,18.2331
Life Chiropractic College West,-122.11627,37.637639
Life Pacific College,-117.830997,34.089421
Life Pacific College-Virginia Extension Site: Christianburg,-80.415811,37.1151
Life University,-84.514156,33.932104
Lighthouse Career Institute,-96.768571,32.87673
Lil Lou's Barber College,-87.335761,41.53024
LIM College,-73.974911,40.759817
Limestone College,-81.648033,35.052919
Lincoln Christian University,-89.34582,40.148897
Lincoln College,-89.360552,40.157141
Lincoln College of New England-Southington,-72.920217,41.632345
Lincoln College of Technology-Columbia,-76.83037,39.177286
Lincoln College of Technology-Denver,-104.856171,39.77651
Lincoln College of Technology-Grand Prairie,-97.056391,32.701684
Lincoln College of Technology-Indianapolis,-86.165937,39.688509
Lincoln College of Technology-Marietta,-84.483943,33.904619
Lincoln College of Technology-Melrose Park,-87.831253,41.906487
Lincoln College of Technology-Nashville,-86.745662,36.195405
Lincoln College of Technology-West Palm Beach,-80.094805,26.758227
Lincoln Land Community College,-89.611249,39.721211
Lincoln Memorial University,-83.658818,36.581284
Lincoln Technical Institute-Allentown,-75.568979,40.591908
Lincoln Technical Institute-Brockton,-71.054643,42.097151
Lincoln Technical Institute-Center City Philadelphia,-75.194628,39.955846
Lincoln Technical Institute-East Windsor,-72.596915,41.924248
Lincoln Technical Institute-Edison,-74.345121,40.572262
Lincoln Technical Institute-Fern Park,-81.345803,28.653509
Lincoln Technical Institute-Hartford,-72.694226,41.766563
Lincoln Technical Institute-Lincoln,-71.48077,41.936234
Lincoln Technical Institute-Lowell,-71.318316,42.620987
Lincoln Technical Institute-Mahwah,-74.148846,41.083771
Lincoln Technical Institute-Moorestown,-74.955631,39.94847
Lincoln Technical Institute-New Britain,-72.754498,41.659236
Lincoln Technical Institute-Northeast Philadelphia,-74.996025,40.111106
Lincoln Technical Institute-Paramus,-74.061742,40.916001
Lincoln Technical Institute-Philadelphia,-74.999686,40.049548
Lincoln Technical Institute-Shelton,-73.131028,41.274068
Lincoln Technical Institute-Somerville,-71.082106,42.391693
Lincoln Technical Institute-South Plainfield,-74.419926,40.552068
Lincoln Technical Institute-Union,-74.274929,40.706359
Lincoln Technical Institute-Whitestone,-73.82885,40.784113
Lincoln Trail College,-87.688839,39.01933
Lincoln University,-75.928273,39.807725
Lincoln University,-92.168509,38.564409
Lincoln University,-122.269745,37.804788
Lindenwood University,-90.502825,38.788203
Lindsey Hopkins Technical College,-80.208154,25.794676
Lindsey Institute of Cosmetology,-86.420761,36.94733
Lindsey Wilson College,-85.299909,37.101853
Linfield College-McMinnville Campus,-123.200464,45.201333
Linfield College-Online and Continuing Education,-123.20045,45.201336
Linfield College-School of Nursing,-122.697345,45.531529
Linn-Benton Community College,-123.115042,44.586996
Lipscomb University,-86.799304,36.10469
Little Big Horn College,-107.457048,45.603654
Little Priest Tribal College,-96.470766,42.232399
LIU Brentwood,-73.287113,40.803845
LIU Brooklyn,-73.980872,40.690134
LIU Hudson at Rockland,-73.960412,41.044023
LIU Hudson at Westchester,-73.705238,41.048648
LIU Post,-73.593279,40.820043
LIU Riverhead,-72.6991,40.876143
LIU-University Center Campus,-73.596956,40.820458
Lively Technical Center,-84.339057,30.448534
Living Arts College,-78.555726,35.942892
Livingstone College,-80.484459,35.670743
Lock Haven University,-77.463565,41.142097
Logan University,-90.542333,38.63133
Loma Linda University,-117.261086,34.050975
Lone Star College System,-95.490077,30.188408
Long Beach City College,-118.135819,33.831741
Long Island Barber Institute,-73.615341,40.69983
Long Island Beauty School-Hauppauge,-73.201722,40.827293
Long Island Beauty School-Hempstead,-73.629414,40.707801
Long Island Business Institute,-73.830131,40.760528
Long Island Nail & Skin Care Institute,-73.498794,40.725677
Longwood University,-78.395789,37.301073
Longy School of Music of Bard College,-71.123431,42.37854
Lorain County Community College,-82.07242,41.412448
Lorain County Joint Vocational School District,-82.213852,41.262182
Loraines Academy & Spa,-82.711151,27.781266
Loras College,-90.680232,42.504131
Lord Fairfax Community College,-78.267325,39.036001
Lorenzo Walker Technical College,-81.763355,26.141199
Los Angeles City College,-118.292169,34.087301
Los Angeles College of Music,-118.150113,34.139293
Los Angeles Community College District Office,-118.258063,34.048775
Los Angeles County College of Nursing and Allied Health,-118.211418,34.061605
Los Angeles Film School,-118.32827,34.098214
Los Angeles Harbor College,-118.28186,33.784201
Los Angeles Mission College,-118.419087,34.314944
Los Angeles ORT College-Los Angeles Campus,-118.369383,34.063876
Los Angeles ORT College-Van Nuys Campus,-118.462705,34.153012
Los Angeles Pierce College,-118.577194,34.184184
Los Angeles Southwest College,-118.304674,33.929586
Los Angeles Trade Technical College,-118.269113,34.032623
Los Angeles Valley College,-118.421446,34.176406
Los Medanos College,-121.861122,38.005552
Los Rios Community College District Office,-121.417145,38.579859
Louisburg College,-78.299709,36.105393
Louisiana Academy of Beauty,-92.41062,30.49566
Louisiana College,-92.425567,31.322286
Louisiana Culinary Institute,-91.06621,30.410953
Louisiana Delta Community College,-92.030654,32.498061
Louisiana State University and Agricultural & Mechanical College,-91.178921,30.414983
Louisiana State University Health Sciences Center-New Orleans,-90.083145,29.957272
Louisiana State University Health Sciences Center-Shreveport,-93.76081,32.481019
Louisiana State University-Alexandria,-92.414409,31.178616
Louisiana State University-Eunice,-92.434523,30.473292
Louisiana State University-Shreveport,-93.703762,32.428768
Louisiana State University-System Office,-91.169552,30.414805
Louisiana Tech University,-92.64964,32.525518
Louisville Presbyterian Theological Seminary,-85.685726,38.236941
Lourdes University,-83.706649,41.708694
Love Beauty School Inc,-86.094281,35.48846
Lowell Academy Hairstyling Institute,-71.308097,42.64368
Lower Columbia College,-122.937653,46.1428
Loyola Marymount University,-118.415655,33.970633
Loyola University Chicago,-87.657399,41.999161
Loyola University Maryland,-76.623417,39.346044
Loyola University New Orleans,-90.120417,29.936141
Lu Ross Academy,-119.293952,34.278034
Lubbock Christian University,-101.934816,33.576273
Lubbock Hair Academy,-101.876609,33.563391
Luckes Beauty Academy,-76.458895,37.084615
Luna Community College,-105.257371,35.622508
Lurleen B Wallace Community College,-86.452262,31.322947
Luther College,-91.803971,43.313584
Luther Rice University & Seminary,-84.123648,33.697984
Luther Seminary,-93.196754,44.984815
Lutheran School of Nursing,-90.226027,38.590633
Lutheran School of Theology at Chicago,-87.599577,41.795064
Lutheran Theological Seminary at Gettysburg,-77.244231,39.831961
Lutheran Theological Seminary at Philadelphia,-75.191496,40.061636
Luzerne County Community College,-75.993218,41.193154
Lycoming College,-77.0003,41.246127
Lyles Bakersfield College of Beauty,-119.023903,35.386525
Lyles Fresno College of Beauty,-119.773747,36.836251
Lyme Academy College of Fine Arts,-72.329397,41.322826
Lynchburg College,-79.184153,37.397678
Lyndon State College,-72.024563,44.53433
Lynn University,-80.123851,26.382777
Lynnes Welding Training,-96.823491,46.87988
Lyon College,-91.628115,35.778934
Lytles Redwood Empire Beauty College Inc,-122.758546,38.508581
M J Murphy Beauty College of Mount Pleasant,-84.779388,43.604862
M T Training Center,-97.042611,32.71991
M-DCPS The English Center,-80.251702,25.739631
Macalester College,-93.169855,44.936709
MacCormac College,-87.626373,41.875337
Machzikei Hadath Rabbinical College,-73.988435,40.628037
MacMurray College,-90.22175,39.730226
Macomb Community College,-82.97373,42.507039
Madera Beauty College,-120.057761,36.951505
Madison Adult Career Center,-82.460912,40.774328
Madison Area Technical College,-89.328311,43.12078
Madison Media Institute,-89.293742,43.059295
Madison Media Institute-Rockford Career College,-89.02722,42.255723
Madison Oneida BOCES-Practical Nursing Program,-75.56033,43.14082
Madisonville Community College,-87.512137,37.362661
Madonna University,-83.407306,42.386463
Magnolia College of Cosmetology,-90.151826,32.359614
Maharishi University of Management,-91.967306,41.017781
Mahoning County Career and Technical Center,-80.787668,41.032696
Mai-trix Beauty College,-95.5035,29.847357
Maine College of Art,-70.26195,43.653672
Maine College of Health Professions,-70.217692,44.100474
Maine Maritime Academy,-68.803214,44.3873
Make-up Designory,-118.308336,34.180238
Malone University,-81.383525,40.826516
Management Resources College,-80.264501,25.77743
Manatee Technical College,-82.480472,27.446201
Manchester Beauty College,-119.79116,36.792868
Manchester Community College,-71.483534,43.019823
Manchester Community College,-72.562577,41.760484
Manchester University,-85.758762,41.011609
Mandalyn Academy,-111.780771,40.3716
Mandl School-The College of Allied Health,-73.983749,40.764351
Manhattan Area Technical College,-96.615672,39.197774
Manhattan Christian College,-96.579018,39.185764
Manhattan College,-73.901893,40.889756
Manhattan Hairstyling Academy,-82.518444,27.902454
Manhattan Institute,-73.986698,40.749379
Manhattan School of Computer Technology,-73.967148,40.634492
Manhattan School of Music,-73.961691,40.812341
Manhattanville College,-73.718316,41.031054
Manor College,-75.103749,40.086409
Mansfield Beauty Schools-Quincy,-71.003196,42.245188
Mansfield Beauty Schools-Springfield,-72.59147,42.10372
Mansfield University of Pennsylvania,-77.074178,41.806975
Manthano Christian College,-83.406961,42.33117
Manuel and Theresa's School of Hair Design-Bryan,-96.373463,30.675408
Manuel and Theresa's School of Hair Design-Victoria,-96.991545,28.799893
Maple Springs Baptist Bible College and Seminary,-76.942465,38.86348
Maranatha Baptist University,-88.735055,43.195709
Marchman Technical Education Center,-82.688781,28.2692
Margaret H Rollins School of Nursing at Beebe Medical Center,-75.142425,38.771265
Margaret's Hair Academy Inc,-91.7887,33.629169
Maria College of Albany,-73.805986,42.656506
Marian Court College,-70.8919,42.469685
Marian Health Careers Center-Los Angeles Campus,-118.295073,34.062096
Marian Health Careers Center-Van Nuys Campus,-118.465521,34.17755
Marian University,-88.420638,43.777411
Marian University,-86.204599,39.81534
Maricopa Community College System Office,-111.975786,33.412915
Maricopa Skill Center,-112.054739,33.435722
Marietta College,-81.450038,39.417638
Marinello Schools of Beauty-Burbank,-118.309749,34.181902
Marinello Schools of Beauty-East Hartford,-72.642363,41.771184
Marinello Schools of Beauty-Hemet,-116.999892,33.746002
Marinello Schools of Beauty-Lake Forest,-117.704674,33.61932
Marinello Schools of Beauty-Las Vegas,-115.064455,36.173949
Marinello Schools of Beauty-Los Angeles,-118.219865,34.027512
Marinello Schools of Beauty-Manhattan,-96.563855,39.179536
Marinello Schools of Beauty-Meriden,-72.763231,41.524385
Marinello Schools of Beauty-Moreno Valley,-117.228072,33.915981
Marinello Schools of Beauty-Niantic,-72.192653,41.325944
Marinello Schools of Beauty-Provo,-111.664739,40.263025
Marinello Schools of Beauty-Reno,-119.785261,39.47846
Marinello Schools of Beauty-Sacramento,-121.336181,38.667061
Marinello Schools of Beauty-San Francisco,-122.410821,37.78123
Marinello Schools of Beauty-Santa Clara,-121.947773,37.347964
Marinello Schools of Beauty-Topeka,-95.68217,39.015135
Marion County Community Technical and Adult Education Center,-82.147877,29.178271
Marion Military Institute,-87.317998,32.622359
Marion S Whelan School of Nursing of Geneva General Hospital,-76.988008,42.877027
Marion Technical College,-83.090763,40.579256
Marist College,-73.934342,41.721955
MarJon School of Beauty ltd-Lockport,-78.688721,43.17038
MarJon School of Beauty ltd-Tonawanda,-78.823535,42.98558
Marketti Academy of Cosmetology,-83.375657,42.682826
Marlboro College,-72.736552,42.839603
Marlboro College Graduate & Professional Studies,-72.55636,42.850323
Marquette University,-87.927961,43.03903
Mars Hill University,-82.550859,35.825858
Marshall B Ketchum University,-117.886158,33.889819
Marshall University,-82.43065,38.42261
Marshalltown Community College,-92.909411,42.00065
Martin Community College,-77.095389,35.836254
Martin Luther College,-94.473422,44.3046
Martin Methodist College,-87.035085,35.200662
Martin University,-86.104771,39.79844
Mary Baldwin College,-79.067741,38.155724
Marygrove College,-83.154109,42.414415
Maryland Beauty Academy,-76.820171,39.457472
Maryland Beauty Academy of Essex,-76.508432,39.295919
Maryland Institute College of Art,-76.621033,39.308792
Maryland University of Integrative Health,-76.888025,39.165872
Marylhurst University,-122.647755,45.398174
Marymount California University,-118.333404,33.73463
Marymount California University-Lakeside Campus,-122.789131,39.08915
Marymount Manhattan College,-73.959676,40.769108
Marymount University,-77.128799,38.905552
Maryville College,-83.963853,35.751969
Maryville University of Saint Louis,-90.505096,38.645474
Marywood University,-75.633996,41.434978
Massachusetts Bay Community College,-71.264004,42.312697
Massachusetts College of Art and Design,-71.099537,42.33693
Massachusetts College of Liberal Arts,-73.1035,42.692427
Massachusetts General Hospital Dietetic Internship,-71.068939,42.362612
Massachusetts Institute of Technology,-71.092115,42.360095
Massachusetts Maritime Academy,-70.623953,41.740538
Massachusetts School of Barbering,-71.000967,42.247023
Massachusetts School of Law,-71.20203,42.688042
Massage Therapy Institute of Colorado,-104.959486,39.739051
Massage Therapy Trainining Institute,-106.781891,32.31086
Massasoit Community College,-70.988944,42.076048
Master Educators Beauty School,-114.458535,42.570508
Masters of Cosmetology College,-85.161628,41.051279
Mattia College,-80.419483,25.722903
Mauna Loa Helicopters,-156.041184,19.72935
Mayfield College,-116.464237,33.782575
Mayland Community College,-82.016988,35.934475
Mayo Graduate School,-92.466919,44.020617
Mayo Medical School,-92.466417,44.020808
Mayo School of Health Sciences,-92.466645,44.022784
Maysville Community and Technical College,-83.805641,38.627026
Mayville State University,-97.322545,47.504671
MBTI Business Training Institute,-66.073372,18.450225
McCann School of Business & Technology,-76.235083,40.676029
McCormick Theological Seminary,-87.5961,41.793514
McDaniel College,-77.001662,39.584879
McDowell Technical Community College,-81.960896,35.65622
McHenry County College,-88.366138,42.258844
MCI Institute of Technology,-80.097545,26.706119
MCI Institute of Technology-Boca Raton,-80.087291,26.3491
McKendree University,-89.814486,38.609431
McLennan Community College,-97.17287,31.590003
McMurry University,-99.750277,32.429551
McNally Smith College of Music,-93.097556,44.949678
McNeese State University,-93.215648,30.180762
McPherson College,-97.6443,38.371464
MCPHS University,-71.100964,42.337036
Meadville Lombard Theological School,-87.624801,41.87404
Mech-Tech College,-66.053276,18.237102
Med-Assist School of Hawaii Inc,-157.861531,21.30557
Medaille College,-78.856569,42.92895
MediaTech Institute-Austin,-97.768911,30.21466
MediaTech Institute-Dallas,-96.902721,32.92425
MediaTech Institute-Houston,-95.568341,29.724809
MediaTech Institute-Oceanside,-117.370681,33.183
Medical Allied Career Center,-118.062731,33.9177
Medical Career Institute,-74.046768,40.263186
Medical College of Wisconsin,-88.022698,43.044108
Medical Institute of Palm Beach,-80.13622,26.62047
Medical Professional Institute,-71.078341,42.426704
Medical Training College,-91.069449,30.427312
Medical University of South Carolina,-79.946853,32.786017
Medina County Career Center,-81.901592,41.155104
MedQuest College,-85.544941,38.24006
Medspa Academies,-111.911769,40.557069
MedTech College,-86.053187,39.891791
MedTech College-Ft Wayne Campus,-85.237153,41.044946
MedTech College-Greenwood Campus,-86.077364,39.620244
MedTech College-Lexington Campus,-84.490924,38.097029
Medtech Institute,-77.170381,38.86969
MedTech Institute-Atlanta Campus,-84.474339,33.899004
MedTech Institute-Orlando Campus,-81.208241,28.57259
Meharry Medical College,-86.807315,36.166708
Memorial College of Nursing,-73.750114,42.673642
Memorial Hospital School of Radiation Therapy Technology,-73.955729,40.764766
Memphis College of Art,-89.993707,35.145874
Memphis Institute of Barbering,-90.014448,35.158149
Memphis Theological Seminary,-89.982653,35.13311
Mendocino College,-123.22903,39.19119
Menlo College,-122.181444,37.452906
Merced College,-120.476726,37.335348
Mercer County Career Center,-80.248614,41.250851
Mercer County Community College,-74.650719,40.254398
Mercer County Technical Education Center,-81.104647,37.360024
Mercer University,-83.650114,32.831709
Mercy College,-73.874571,41.021436
Mercy College of Health Sciences,-93.626251,41.59432
Mercy College of Ohio,-83.5526,41.657936
Mercy Hospital School of Nursing,-79.987416,40.436584
Mercy Hospital School of Practical Nursing-Plantation General Hospital,-80.21658,25.743109
Mercy Hospital Springfield-School of Radiologic Technology,-93.275151,37.179296
Mercy School of Nursing,-80.904762,35.132476
Mercy-St Luke's School of Radiologic Technology,-91.660609,41.985552
Mercyhurst University,-80.055568,42.103991
Mercyhurst University-North East Campus,-79.835671,42.2196
Meredith College,-78.689175,35.797197
Meredith Manor International Equestrian Center,-81.400296,39.29966
Meridian College,-82.425309,27.380724
Meridian Community College,-88.733604,32.368097
Meridian Institute of Surgical Assisting,-86.844001,36.18843
Meridian Technology Center,-97.108414,36.106981
Merkaz Bnos-Business School,-73.997124,40.601426
Merrell University of Beauty Arts and Science,-92.198331,38.571277
Merrillville Beauty College,-87.336642,41.49617
Merrillville Beauty College-Flawless Barber Academy,-81.591196,41.483629
Merrimack College,-71.124216,42.668352
Merritt College,-122.167335,37.789088
Merryfield School of Pet Grooming,-80.129971,26.19042
Mesa Community College,-111.871494,33.391256
Mesabi Range College,-92.549088,47.524554
Mesalands Community College,-103.736303,35.170332
Mesivta Keser Torah,-74.217081,40.09639
Mesivta of Eastern Parkway-Yeshiva Zichron Meilech,-73.979166,40.635169
Mesivta Torah Vodaath Rabbinical Seminary,-73.969494,40.638251
Mesivtha Tifereth Jerusalem of America,-73.991271,40.713812
Messenger College,-97.100191,32.8313
Messiah College,-76.988492,40.15867
Methodist College,-89.591277,40.70017
Methodist Theological School in Ohio,-83.060146,40.253643
Methodist University,-78.875024,35.137854
Metro Beauty Academy,-75.555781,40.56877
Metro Business College-Arnold,-90.366871,38.44784
Metro Business College-Cape Girardeau,-89.565222,37.327199
Metro Business College-Jefferson City,-92.250781,38.58844
Metro Business College-Rolla,-91.754968,37.938473
